"Age","EdLevel","Employment","Gender","MentalHealth","MainBranch","YearsCode","YearsCodePro","PreviousSalary","ComputerSkills","SQL","python","java","c_plus_plus","cloud","Continent","class"
0,4,1,0,0,0,4,4,30007,5,1,0,1,0,1,1,0
0,0,0,0,0,1,11,6,11676,3,0,1,0,0,0,2,0
1,0,1,0,0,0,14,7,90000,7,1,0,1,0,0,3,0
0,4,1,0,0,0,7,5,62400,22,1,1,1,0,1,5,1
0,4,1,0,0,0,9,5,110000,16,1,1,1,1,0,3,1
0,4,1,0,0,0,9,3,17124,10,0,0,1,0,0,1,0
0,4,1,1,0,0,6,4,49476,10,1,0,0,0,1,6,0
0,4,1,0,0,0,25,10,150000,7,0,1,0,1,0,3,0
0,4,1,0,0,0,12,8,60505,15,1,1,1,1,0,3,1
1,0,1,0,0,0,18,6,113447,12,0,0,1,0,1,3,0
1,0,0,1,1,0,18,12,12000,8,1,0,1,0,0,6,0
1,4,1,0,0,0,22,16,50262,8,0,1,0,1,0,1,0
1,4,0,0,0,0,4,1,17736,7,1,0,1,0,0,6,0
1,4,1,0,0,0,20,14,120000,11,1,0,0,1,1,3,0
0,4,1,0,0,0,7,6,10963,7,1,0,0,1,0,1,1
1,2,1,0,0,1,12,6,25296,7,1,1,0,1,0,6,0
0,4,1,0,0,0,5,1,81000,16,1,1,1,1,0,3,1
0,4,1,1,1,0,9,4,168000,8,0,0,1,0,1,3,0
1,2,1,0,1,0,21,21,190000,12,1,1,0,1,1,3,0
0,2,1,0,0,0,21,16,1e+05,5,0,0,1,0,0,3,0
0,4,1,0,1,0,8,3,35556,10,1,0,1,0,1,1,1
0,4,1,0,0,0,10,8,125000,12,1,0,1,0,1,3,0
0,2,1,0,0,0,4,3,805,13,1,0,1,0,0,1,0
0,0,1,0,0,0,11,7,71256,13,1,0,1,0,1,1,1
0,4,0,0,0,0,9,5,34900,20,1,1,1,0,0,1,1
1,4,1,0,0,0,14,10,83194,12,1,0,1,1,0,3,1
1,4,1,0,0,0,8,6,120000,14,1,0,1,1,1,3,1
1,0,1,0,1,0,18,13,112000,13,1,1,1,1,1,3,1
1,4,1,0,0,0,26,19,130000,14,1,0,1,1,1,3,1
0,0,1,0,0,0,16,16,60505,20,1,1,1,1,1,3,1
0,4,1,0,1,0,10,3,33204,22,1,1,1,0,1,1,1
1,4,1,0,0,0,17,15,78000,16,1,1,1,1,1,3,1
0,4,1,0,0,1,4,2,130000,7,1,1,0,0,0,3,0
1,4,1,1,0,0,25,8,94539,19,1,0,1,0,1,3,1
0,4,1,0,0,0,7,0,63000,12,1,0,1,0,1,3,0
0,4,1,0,0,0,8,2,140000,12,1,1,1,0,1,3,0
0,4,1,0,0,0,9,6,102102,17,1,0,1,1,1,3,1
0,4,1,0,0,0,6,4,19236,7,0,0,1,0,0,6,0
1,4,1,0,0,0,21,18,125000,15,1,0,1,0,1,3,0
1,1,1,0,1,0,25,8,104000,16,1,0,1,0,1,3,0
1,2,1,0,1,0,23,16,105000,24,1,1,1,0,1,3,1
0,4,1,1,0,0,6,5,62000,8,1,0,1,0,0,3,0
0,4,1,0,0,0,8,4,90000,17,1,0,1,1,0,3,1
1,4,1,0,0,0,27,25,128500,14,1,0,1,1,1,3,1
1,4,1,0,1,1,32,25,52680,10,0,1,0,0,1,6,0
1,3,1,0,0,0,36,29,127780,14,1,1,0,1,1,4,1
1,4,1,1,1,0,23,16,110000,14,1,0,1,1,1,3,1
0,4,1,0,0,0,10,3,44965,16,1,1,1,0,1,1,0
1,2,1,0,1,0,25,20,68068,5,1,0,1,0,0,3,0
0,3,1,0,0,0,5,3,24000,14,1,1,0,0,1,1,0
0,0,1,0,0,0,6,2,67000,5,1,0,1,0,1,3,0
0,0,1,0,0,0,8,8,80000,11,1,0,1,1,1,3,1
0,4,1,0,1,0,9,5,10908,14,1,0,1,1,1,1,1
1,0,1,0,0,0,25,20,54972,15,1,1,1,1,1,6,0
1,2,1,0,0,1,30,15,136960,14,1,1,1,0,1,4,1
1,4,1,0,0,1,12,8,63336,6,1,0,0,0,1,4,0
0,4,1,0,0,0,4,1,17976,9,1,0,1,0,1,5,0
0,4,1,0,0,0,11,6,160000,18,1,1,1,0,1,3,1
0,4,1,0,1,0,14,7,21952,14,1,0,1,0,1,6,1
1,4,0,0,0,0,8,5,50000,8,0,0,1,0,1,3,0
1,4,1,0,0,0,35,22,1e+05,13,1,1,1,1,1,3,0
0,4,1,0,1,0,12,7,49160,16,1,0,1,1,1,3,1
0,4,0,0,0,0,8,4,66516,3,0,0,1,0,0,6,0
0,4,1,0,1,0,11,4,125000,18,1,1,1,1,1,3,1
1,2,1,0,0,0,17,16,173952,6,1,0,1,0,0,3,0
0,2,1,0,0,0,13,8,56723,19,1,0,1,1,1,3,1
1,4,1,0,0,0,21,19,82020,17,1,0,1,0,0,1,1
0,0,1,0,0,0,15,12,170927,14,1,1,1,0,0,3,1
0,4,1,0,0,0,23,11,86900,9,1,0,1,0,1,4,0
1,4,0,1,1,1,14,10,17148,8,1,0,1,0,0,1,0
1,0,1,0,0,0,35,25,151263,10,0,1,0,1,1,3,0
0,4,1,0,0,0,4,1,5664,8,1,0,0,1,0,2,0
1,3,1,0,0,1,22,18,145000,16,1,1,1,0,1,3,1
0,4,1,0,0,0,6,2,86000,9,1,1,0,1,1,3,0
0,4,1,0,0,0,11,9,121010,11,0,0,1,0,1,3,1
1,4,1,0,1,0,24,22,85000,17,1,0,1,1,1,3,1
0,4,1,0,0,0,6,5,89500,16,1,0,1,0,1,3,0
1,0,1,0,0,0,11,11,113447,9,0,1,0,1,1,3,0
1,4,1,0,0,0,22,15,120000,9,0,0,0,1,1,3,0
0,2,0,0,0,0,7,2,13440,16,1,1,1,1,1,3,1
0,4,1,0,0,0,6,3,70150,14,1,0,1,1,1,4,1
0,0,1,0,0,0,12,9,151263,17,1,1,0,1,1,3,0
1,0,1,0,0,0,18,11,16219,3,0,1,0,0,0,6,0
0,4,1,0,0,0,6,3,165000,16,1,0,1,1,1,3,1
1,0,1,0,0,0,10,10,84000,14,1,0,1,0,1,6,0
1,4,0,0,0,0,15,10,60840,9,1,0,1,1,1,3,1
0,4,1,0,0,0,11,7,113447,11,0,1,1,0,1,3,0
0,4,1,0,0,0,8,2,17448,13,0,0,1,0,1,3,0
0,4,1,0,0,0,16,11,160000,24,1,1,1,1,0,3,1
1,4,0,0,0,0,26,24,55850,22,1,0,1,1,1,1,1
1,0,1,0,0,0,12,12,125000,6,1,0,0,1,1,3,0
0,4,1,0,0,0,13,11,34294,10,1,0,1,0,0,1,1
0,4,1,0,0,0,10,8,130000,17,1,0,1,0,1,3,1
0,4,0,0,1,0,4,0,44964,19,1,1,1,1,1,1,1
0,1,1,0,0,0,8,4,25200,18,1,1,1,0,1,5,1
1,4,1,0,1,0,23,19,117000,14,1,0,0,1,1,3,1
0,4,1,0,0,0,8,5,32988,18,1,0,1,1,1,6,1
0,2,1,1,1,0,14,12,120000,17,1,1,0,0,1,3,0
0,0,1,0,0,0,11,11,81074,3,0,1,0,1,0,2,0
0,4,1,0,0,0,11,5,103000,15,1,0,1,1,1,3,1
0,4,1,1,0,0,10,5,185000,13,1,0,1,0,1,3,0
0,4,1,0,0,0,8,5,12000,7,1,0,0,0,0,1,0
0,4,1,0,0,0,5,5,36000,8,0,0,1,0,1,0,0
1,2,1,0,1,0,24,15,146000,13,0,1,1,1,1,3,0
0,2,0,1,0,0,9,5,21264,12,1,0,1,0,1,2,0
0,4,1,0,0,0,19,11,85000,17,1,1,1,0,0,3,1
1,4,1,0,0,0,37,23,185000,13,1,1,0,0,1,3,0
0,3,1,0,1,0,12,2,1380,19,1,0,1,0,1,3,1
0,4,1,0,0,0,9,2,8377,14,0,0,1,0,1,1,1
0,4,1,0,0,0,15,11,172000,14,1,0,0,0,1,3,0
0,4,1,0,0,0,12,3,109695,15,0,0,1,1,0,3,1
0,4,1,0,0,0,10,0,120000,8,1,1,0,0,1,3,0
0,4,1,0,0,0,6,3,6696,13,1,0,1,0,1,1,0
1,0,0,0,1,0,34,25,18612,18,1,0,1,1,1,2,0
0,4,1,0,0,0,10,7,139000,3,0,0,0,1,0,3,0
0,4,1,0,1,0,6,4,90000,17,0,1,1,1,1,3,1
0,0,1,0,0,0,8,5,51888,9,0,0,1,0,1,5,0
0,4,1,0,1,0,19,11,130000,6,0,0,1,0,0,3,1
0,4,1,0,0,0,9,2,80000,22,1,1,1,1,1,3,1
0,4,1,0,0,0,12,8,105000,8,1,0,0,1,1,3,1
0,4,1,0,0,0,8,1,12217,20,1,1,1,0,1,1,1
1,0,0,0,0,0,23,20,48000,6,1,0,1,0,0,6,0
1,0,1,0,0,1,11,5,140000,7,1,0,0,1,0,3,0
0,2,0,0,0,0,10,6,13608,23,1,1,1,1,1,3,1
1,2,1,0,0,0,25,25,167000,14,1,0,1,0,1,3,1
1,4,1,0,0,0,20,10,130000,12,1,0,1,0,1,3,1
0,4,1,1,1,0,8,4,89146,10,0,1,1,0,1,3,0
1,4,1,0,0,0,37,35,130000,5,0,1,0,0,1,3,0
1,0,1,0,1,1,25,21,120000,10,1,0,1,1,1,3,1
0,4,1,0,0,0,26,11,115000,21,1,0,1,1,1,3,1
0,4,1,0,0,0,14,5,180000,16,1,0,1,1,1,3,1
0,4,1,0,0,0,14,6,3948,10,1,0,1,0,0,1,0
0,4,1,0,0,1,22,11,162000,26,1,0,1,1,1,3,1
1,4,1,0,0,0,15,10,115000,17,1,0,1,1,1,3,1
0,4,1,1,0,0,10,6,18000,13,0,0,0,1,1,1,0
0,2,1,0,1,0,20,12,86400,12,1,1,0,1,1,3,0
0,2,1,0,1,0,3,3,24000,21,1,1,0,1,1,1,1
0,0,1,0,0,0,10,3,6468,8,1,1,0,1,1,3,0
1,0,1,1,0,0,14,10,34596,20,1,1,1,0,1,1,1
1,4,1,0,0,0,10,7,65799,6,0,0,1,0,0,3,0
0,4,1,1,1,1,22,0,40000,9,0,0,1,1,1,3,1
0,4,1,0,0,0,7,4,130000,24,1,0,1,1,1,3,1
0,4,0,0,0,1,8,3,10000,18,0,1,1,1,1,3,1
0,2,1,0,0,0,6,3,5616,16,1,1,1,0,1,0,1
1,4,1,0,1,0,22,19,90193,17,1,1,1,0,1,4,1
0,4,1,0,0,0,19,7,170000,18,1,0,1,1,0,3,1
1,4,1,0,0,0,25,16,130000,12,1,0,1,1,0,3,1
1,2,1,1,1,0,22,8,135000,19,1,1,1,1,1,3,1
0,4,1,0,0,0,8,2,150000,13,0,1,0,1,1,3,0
0,0,1,0,0,0,8,1,34904,11,1,0,1,0,1,1,0
0,4,1,0,0,0,2,1,58000,9,0,0,1,1,1,3,1
1,3,1,0,0,0,5,4,153000,11,1,0,1,0,1,3,0
1,0,0,0,0,0,23,18,73644,17,1,0,1,1,1,2,1
0,4,1,0,1,0,14,9,135000,17,1,0,1,1,1,3,1
1,0,1,0,1,0,30,23,150000,16,1,1,1,1,1,3,1
1,0,1,0,0,0,20,15,120000,6,1,1,0,0,0,5,0
0,4,1,0,0,0,15,10,140000,10,1,0,1,1,1,3,1
0,0,0,0,0,0,4,4,96000,16,1,0,1,0,1,3,0
0,0,1,0,0,0,10,6,46308,21,1,1,1,1,1,1,1
0,0,1,0,0,0,8,3,24744,18,1,0,0,1,1,6,0
1,0,1,0,0,0,17,13,96474,10,0,0,1,0,1,4,1
1,0,1,1,0,1,38,23,68068,6,0,1,0,1,0,3,0
1,0,1,0,0,0,6,4,115000,13,1,1,1,0,1,3,0
1,4,1,0,0,0,18,12,128573,17,1,1,0,0,1,3,0
0,4,1,0,0,0,8,4,8040,13,1,0,1,0,1,1,1
1,4,1,0,0,0,35,29,150000,6,1,0,1,0,1,3,0
0,0,0,0,0,0,20,10,33405,9,0,1,0,0,1,4,1
0,4,1,0,0,0,12,6,45252,22,1,1,1,1,1,3,1
1,3,1,0,0,0,12,6,115000,2,0,1,0,0,0,3,0
1,0,1,0,0,0,22,20,110000,21,1,0,1,1,1,3,1
0,4,1,0,0,0,4,3,19884,11,1,1,0,0,1,1,0
1,4,1,0,1,1,16,10,43000,11,0,1,1,0,0,3,1
1,3,1,0,0,1,20,14,63530,7,0,1,1,0,1,3,0
0,4,1,0,1,1,8,0,9888,8,1,1,1,0,0,6,0
0,4,1,0,0,0,18,8,86853,9,0,1,0,1,0,4,0
0,4,1,0,1,0,19,10,79862,14,0,0,1,0,1,4,1
1,4,1,0,0,1,15,10,20105,8,1,0,1,1,0,1,0
1,2,1,0,0,0,20,4,125000,24,1,0,1,1,1,3,1
0,4,1,0,0,0,6,5,160000,23,1,1,1,0,1,3,1
0,2,1,1,1,0,6,4,130000,23,1,1,1,0,1,3,1
0,2,1,1,1,0,10,3,73000,11,0,0,1,1,0,3,1
1,4,1,0,0,0,24,15,85000,18,1,0,1,1,0,3,1
0,4,1,0,0,0,5,3,95000,16,1,0,1,1,1,3,1
0,4,1,0,0,0,5,4,115000,10,0,0,1,1,0,3,1
0,4,1,0,0,0,11,3,8376,13,1,1,1,0,0,1,1
0,3,1,0,1,1,11,2,70000,7,0,1,1,0,0,3,0
1,4,1,0,0,0,11,10,23316,11,0,1,1,0,1,1,0
0,4,1,0,0,0,7,3,112000,7,1,1,1,0,0,3,0
1,4,1,1,0,0,26,16,92197,12,1,1,1,1,1,4,1
1,4,1,1,1,0,26,26,128000,12,0,0,1,0,1,3,0
1,4,1,0,0,0,32,25,114645,5,0,0,0,1,0,4,0
1,0,1,0,0,0,22,11,150000,23,1,0,1,0,1,3,1
0,4,1,0,0,0,14,9,97000,15,1,1,1,1,0,3,1
0,4,1,0,0,0,13,5,170000,13,1,1,1,1,1,3,1
1,0,1,0,1,1,30,15,150000,18,1,0,1,1,1,3,1
0,4,0,0,1,0,4,2,2628,10,1,0,1,0,1,1,0
0,0,0,0,0,0,4,2,40080,12,1,0,1,1,1,4,0
1,4,1,0,0,0,3,16,28800,12,0,0,1,0,1,1,0
0,0,1,0,0,0,14,9,135000,14,1,0,1,0,1,3,1
1,4,1,0,0,0,5,5,125000,5,0,0,1,0,0,3,0
0,0,1,0,0,1,18,10,83194,11,1,1,0,0,1,3,0
0,4,1,0,0,0,8,4,17801,12,1,1,0,0,1,1,0
1,4,1,1,0,0,38,28,172500,5,0,0,0,0,0,3,0
0,2,1,0,0,0,22,11,140000,19,1,0,1,1,1,3,1
1,4,1,0,1,0,35,21,83364,9,1,0,0,1,1,2,1
1,0,1,0,0,0,16,8,134000,11,1,0,1,0,1,3,1
0,4,1,0,0,0,16,5,88000,22,1,0,1,1,1,3,1
1,4,1,0,0,0,35,25,74112,9,1,1,1,1,1,4,0
1,4,1,0,0,0,20,15,21012,8,1,0,0,1,1,1,0
1,4,1,0,0,0,15,10,49476,22,1,0,1,0,1,6,1
0,0,1,0,1,0,10,6,121916,17,1,1,1,0,1,1,0
0,4,1,0,0,0,10,7,115000,18,1,0,1,1,1,3,1
0,0,1,0,0,0,15,11,28800,7,1,1,0,0,0,5,0
0,0,1,0,0,0,7,5,20943,13,1,0,1,0,1,1,1
0,4,1,0,1,0,3,1,11650,5,1,0,1,1,0,3,1
1,4,1,0,0,0,14,9,130000,10,0,0,1,0,1,3,1
0,4,1,0,1,0,10,5,170000,9,0,0,0,1,1,3,0
0,2,1,0,1,0,8,8,101000,17,1,0,1,0,0,3,0
0,4,1,0,0,0,6,3,22339,7,0,0,1,0,0,1,1
1,0,1,0,1,0,30,18,11676,4,0,0,0,1,0,2,0
1,4,1,1,0,0,5,5,130000,8,0,0,1,0,1,3,0
1,0,1,0,0,1,8,3,145000,8,0,1,1,0,1,3,0
1,4,1,0,0,0,25,13,125000,23,1,0,1,1,1,3,1
0,4,1,0,0,0,11,7,21361,11,1,0,1,1,1,1,1
0,4,1,0,1,0,8,4,103000,12,0,1,1,1,1,3,0
1,2,0,0,0,0,25,23,72000,16,1,1,1,0,1,3,1
0,4,1,0,0,0,15,10,120000,8,0,0,1,0,1,3,0
1,4,1,0,0,0,20,18,81074,18,1,0,1,0,1,2,1
0,4,1,0,1,0,10,3,150000,15,1,1,1,0,1,3,1
1,4,1,0,0,0,15,9,54564,7,0,0,1,0,1,2,0
1,0,1,0,0,0,10,7,123500,12,1,1,1,0,1,3,1
1,1,1,0,0,0,13,7,72606,11,1,0,1,1,1,3,0
0,0,1,0,0,1,7,2,80484,11,1,1,0,0,1,1,0
0,4,1,0,0,0,5,3,12720,13,1,0,1,0,1,5,0
0,2,1,0,0,0,4,3,45564,9,0,1,0,0,1,2,0
1,0,0,0,1,0,25,10,7020,21,1,0,1,1,0,1,1
0,2,1,0,1,0,4,1,1e+05,17,1,1,1,0,0,3,1
0,4,1,0,0,0,22,11,160000,17,1,0,1,1,1,3,1
0,4,1,0,0,0,6,3,14796,17,1,0,1,1,0,1,1
0,2,1,0,0,0,5,4,12588,11,1,0,1,0,1,5,0
0,4,1,0,0,0,8,3,50000,9,0,0,1,1,0,3,1
0,0,1,0,0,0,3,1,90000,15,1,1,1,0,1,3,1
1,4,1,0,0,0,20,15,140300,14,1,1,0,0,0,4,1
0,4,1,0,1,0,7,1,10896,3,1,0,1,0,0,1,0
1,4,1,0,0,0,34,29,71345,23,1,0,1,1,1,2,1
1,2,0,0,0,0,25,20,75631,19,1,0,1,0,1,3,1
0,4,1,0,0,0,3,1,19572,19,1,0,1,0,1,5,1
0,4,1,0,0,0,8,0,62040,10,1,1,1,0,0,2,0
0,4,1,0,1,0,10,4,98000,11,1,1,0,1,1,3,0
0,4,1,1,1,0,5,3,110000,10,1,1,1,0,0,3,0
0,2,1,0,0,0,12,9,103092,13,0,0,1,0,1,2,1
0,4,1,0,0,0,12,6,170000,11,0,0,0,0,1,3,0
1,4,0,0,0,0,19,14,84924,12,1,1,1,1,0,2,1
0,4,1,0,0,0,13,5,77831,8,0,0,1,0,1,2,0
1,2,1,0,1,0,25,18,140000,12,1,0,1,0,1,3,0
0,4,1,0,1,0,7,5,52390,23,1,1,1,1,1,4,1
0,4,1,0,0,0,17,10,114000,9,1,1,0,1,0,3,0
0,4,1,0,1,0,13,2,178000,20,1,1,1,1,1,3,1
0,0,1,0,1,0,15,5,61616,12,1,1,1,0,1,2,0
0,4,1,0,0,0,6,3,30035,2,0,0,0,0,0,5,0
0,4,1,0,1,0,8,5,24744,20,1,1,1,0,1,6,1
1,0,1,0,0,0,15,8,48644,9,1,0,1,0,1,2,0
1,0,1,0,0,0,36,26,83236,6,1,0,1,0,0,2,0
1,2,1,0,0,0,25,4,140088,17,1,0,1,0,1,1,0
0,4,1,0,0,0,10,5,21641,17,1,1,1,0,1,1,1
1,4,1,0,0,1,19,14,83194,10,1,1,0,0,1,3,0
0,4,1,0,0,0,6,2,5800,14,1,1,1,1,0,1,1
0,4,1,0,0,0,13,8,95000,14,1,0,1,1,1,3,1
0,4,1,0,1,0,8,4,8472,11,1,1,1,0,1,1,1
0,4,1,0,1,0,4,0,85000,5,0,0,0,0,0,3,0
0,4,1,0,0,0,10,2,33405,20,1,1,1,0,1,4,1
1,4,1,0,0,0,25,21,45396,13,1,0,1,1,0,2,1
0,4,1,0,1,0,10,7,52680,8,1,1,0,0,1,6,0
0,4,1,0,0,0,8,4,9492,19,1,1,1,0,1,0,0
0,4,1,0,0,0,20,10,78764,19,1,0,1,1,1,2,1
1,4,1,1,0,0,17,4,139000,9,1,1,0,1,1,3,0
1,4,1,0,0,0,30,23,180000,16,1,0,1,0,1,3,1
0,4,1,0,0,0,9,5,21972,8,0,0,1,0,1,3,0
1,0,1,0,1,1,20,14,155100,13,1,0,1,1,1,3,1
0,4,1,0,0,0,6,3,6360,20,1,1,1,1,0,5,1
0,4,1,0,1,0,11,7,182000,13,1,0,1,0,1,3,1
0,4,1,0,0,0,10,4,115000,21,1,1,1,1,1,3,0
1,4,1,0,0,0,14,11,16164,12,1,0,1,0,1,3,0
0,4,1,0,1,0,8,5,65043,3,0,0,0,1,0,3,0
0,0,1,0,0,0,11,5,30144,10,1,0,0,1,1,2,1
0,4,1,0,0,0,3,3,15912,15,1,1,1,0,0,1,0
0,0,1,0,0,0,7,7,77831,16,1,1,0,0,1,2,1
0,0,1,0,0,0,14,8,130000,18,1,0,1,0,1,3,1
0,2,1,0,0,0,3,4,26496,15,1,0,1,0,1,5,1
1,2,1,0,0,0,24,7,95126,18,1,0,1,0,1,2,1
0,0,1,0,0,0,13,5,59525,15,1,1,1,0,1,2,1
0,4,1,0,0,0,10,9,142308,7,1,0,0,1,1,2,0
0,0,1,0,0,0,14,11,165000,10,1,1,1,1,0,3,0
1,3,1,1,0,0,24,3,70041,5,1,0,1,0,0,2,0
0,4,1,0,0,0,10,7,81048,14,1,0,1,0,1,1,1
1,0,1,0,0,0,35,24,68748,8,1,0,1,0,1,2,0
0,0,1,0,0,0,11,1,70000,7,0,1,1,0,0,3,0
0,4,1,0,0,0,5,1,5064,8,1,1,0,0,0,1,0
0,0,1,1,0,0,10,8,104076,15,1,0,1,0,1,0,0
1,4,1,1,1,0,6,3,160000,10,1,1,1,0,1,3,0
1,4,1,0,1,0,20,11,138000,4,0,0,1,0,1,3,0
0,4,1,0,0,0,16,8,47184,11,1,0,1,0,1,2,0
0,0,1,0,0,0,14,8,27923,9,0,0,1,0,1,1,0
0,4,1,0,1,0,17,6,69581,17,1,1,1,0,1,3,1
0,0,1,0,0,0,1,0,6360,4,0,0,1,0,1,5,0
1,0,1,0,0,0,9,2,113000,15,1,1,1,0,1,3,0
0,0,1,0,0,0,10,4,77900,4,0,0,0,1,0,3,0
0,2,1,0,1,0,6,5,175000,18,1,0,1,0,1,3,1
0,0,1,0,0,0,11,4,103580,13,1,0,1,0,0,2,1
1,2,1,0,0,0,15,8,145000,15,1,1,0,0,1,3,0
1,0,1,0,0,0,20,15,62268,18,1,0,1,0,1,2,1
0,4,1,0,0,0,6,6,48600,8,1,0,0,0,1,2,0
1,0,1,0,0,1,27,20,90804,9,0,1,0,1,1,2,0
0,0,1,0,0,0,4,2,42408,16,1,1,1,0,0,5,1
0,4,0,1,0,0,6,4,140000,17,1,1,1,0,1,3,1
1,1,1,0,0,0,30,20,63816,12,1,0,0,0,1,2,0
0,0,1,0,0,0,14,5,78156,14,1,1,0,0,1,2,0
0,4,1,0,0,0,9,4,45396,7,1,0,1,0,1,5,0
1,2,1,0,0,0,34,32,104208,17,1,0,1,1,1,2,1
0,4,0,0,0,0,7,3,3372,12,1,0,1,1,0,0,1
1,0,0,1,1,0,10,4,54049,14,1,1,1,0,0,2,0
1,2,1,0,0,0,20,15,56211,19,1,0,1,0,1,2,1
0,0,1,0,0,0,20,12,84924,12,1,1,0,1,1,2,0
0,4,1,0,0,0,8,2,25212,21,1,1,1,0,1,3,1
0,4,0,1,0,0,2,0,18000,24,1,1,1,0,0,3,1
1,2,1,0,0,0,32,28,77556,13,1,0,1,0,1,2,1
1,4,1,0,0,0,12,10,150000,15,1,1,1,0,1,3,1
0,4,1,0,0,0,7,2,5256,11,1,0,1,0,0,0,0
0,0,1,0,0,0,7,4,26108,16,1,0,1,0,1,1,0
0,4,1,0,1,0,6,6,12612,9,1,0,1,0,1,0,0
0,2,1,0,0,0,2,0,75000,3,0,0,1,0,0,3,0
1,4,1,0,0,0,23,22,155000,22,1,0,1,1,1,3,1
0,4,1,0,0,1,7,5,7884,11,1,1,1,0,1,1,1
0,4,1,1,0,0,13,7,163000,5,0,1,0,1,0,3,0
0,3,1,0,0,0,17,7,51704,13,0,1,1,0,1,2,0
1,4,1,0,0,0,25,21,140000,10,1,0,1,1,0,3,1
0,4,1,0,0,0,8,4,86500,15,1,1,1,1,1,2,1
0,4,1,0,0,0,10,5,27025,17,1,0,1,0,1,2,1
0,2,0,0,0,0,9,8,36000,26,1,1,1,1,1,6,1
0,4,1,0,0,0,12,10,66156,18,1,0,1,0,1,2,1
0,4,1,0,0,0,9,0,56000,7,0,0,0,1,0,3,0
0,4,1,0,0,0,12,10,27923,12,1,0,1,0,0,1,1
0,0,1,0,0,0,10,8,55847,5,1,0,0,1,1,1,0
0,4,1,0,0,0,10,6,89446,12,1,0,1,0,1,1,1
1,3,1,0,0,0,20,17,95126,14,1,0,1,0,0,2,0
1,0,1,0,1,0,19,12,84019,10,1,0,1,0,1,2,0
0,4,1,0,0,0,13,5,14004,23,1,1,1,1,0,1,1
1,2,1,0,1,0,32,22,131000,15,1,0,1,1,1,3,0
0,2,1,0,0,1,18,1,48553,13,0,1,1,1,1,2,1
0,2,1,0,1,0,10,2,69000,12,1,0,1,0,1,3,1
0,0,1,0,0,0,14,7,83194,19,1,1,1,1,1,3,1
1,4,1,0,0,0,25,16,58368,5,1,0,0,0,1,5,0
1,2,1,0,0,0,30,21,110256,8,1,1,0,0,1,2,0
0,0,1,1,1,1,10,5,31128,4,1,1,0,0,0,5,0
1,2,1,0,0,0,15,10,9432,7,1,0,1,1,0,2,0
0,1,1,0,1,0,4,0,25944,13,1,0,1,1,1,5,1
1,0,1,1,0,0,10,4,48480,7,0,0,1,1,1,2,1
0,0,1,0,0,0,9,5,130000,10,1,1,0,0,0,3,0
1,4,0,0,0,0,16,8,130000,4,0,0,1,1,0,3,0
1,0,1,0,1,0,23,12,157596,9,0,0,1,0,1,1,0
0,4,1,0,0,0,12,8,27923,10,1,0,0,1,1,1,1
0,4,1,0,0,0,2,0,70000,18,1,1,1,1,1,3,1
1,4,1,0,0,0,25,23,53184,19,1,1,1,0,1,2,1
0,0,1,0,0,1,10,7,25428,12,1,1,1,1,0,2,1
0,0,1,0,0,0,12,9,2792,18,1,0,1,1,1,1,1
1,4,1,0,0,0,36,31,190000,6,1,0,0,1,1,3,0
0,4,1,0,1,0,11,6,18372,6,1,0,1,0,0,1,0
1,0,0,1,0,0,15,10,53448,3,0,0,0,0,0,2,0
0,4,1,0,0,0,2,1,5448,13,1,0,1,1,0,1,1
0,2,0,0,0,0,5,3,78000,20,1,1,1,1,0,3,1
0,4,1,0,0,0,7,5,150000,14,1,1,1,1,1,3,0
1,1,1,0,1,0,37,15,63564,12,1,0,0,1,0,2,0
0,4,1,0,0,0,7,2,4392,16,1,1,1,1,1,1,1
1,2,1,0,0,0,38,32,72568,26,1,0,1,1,1,5,1
1,4,1,0,0,1,25,21,64859,13,1,0,1,0,1,2,1
1,0,1,0,0,0,18,13,61800,18,1,0,1,0,1,6,0
1,0,0,0,0,0,15,4,28105,3,1,0,0,0,0,2,0
0,4,1,1,0,0,12,6,90758,26,0,1,1,0,1,3,1
0,1,0,0,0,0,4,1,5400,17,1,0,1,0,0,1,1
0,4,1,0,0,0,8,4,9888,23,1,1,1,1,1,1,1
1,4,0,0,0,0,16,8,37618,10,1,0,1,0,0,2,0
1,1,1,0,0,0,5,4,88000,11,1,0,1,0,1,3,1
0,0,1,0,0,0,9,6,27336,16,1,1,1,0,1,2,0
1,4,1,0,0,0,20,15,61312,6,1,0,0,1,1,0,0
0,4,1,0,1,0,2,2,13962,11,1,0,1,0,0,1,0
1,0,1,1,0,0,23,20,115000,12,1,0,1,0,1,2,0
1,0,1,0,0,0,16,13,112000,14,1,0,1,0,1,3,1
0,1,1,0,0,0,13,9,51552,9,1,0,1,1,1,2,1
1,0,1,0,0,0,19,14,98922,9,1,0,1,0,1,1,0
0,4,1,1,0,1,5,1,4656,7,0,1,1,1,1,1,0
0,4,1,0,0,0,7,3,40754,11,1,0,1,1,0,4,1
0,4,1,0,0,0,22,15,166790,23,1,1,1,1,1,0,1
0,4,1,0,0,0,6,1,43003,17,1,1,1,0,0,1,1
0,4,1,0,0,0,7,2,13962,20,1,1,1,1,1,1,1
0,4,1,0,0,0,20,12,104713,11,0,1,1,0,1,1,1
0,4,1,0,0,0,13,7,111000,20,1,1,1,1,1,3,1
1,4,1,0,0,0,25,20,77832,22,1,0,1,0,1,2,1
